"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Agpat4",6.30497109823733e-51,-8.7873788248743,0.104,0.395,9.44358571093987e-47
"Arhgap19",5.08968181568373e-106,-8.78409461288082,0.041,0.436,7.6233254235311e-102
"Kcnj13",0.0630303543008109,8.78326844542854,0.228,0.273,1
"Mid2",1.45577619831044e-108,8.78325581964637,0.398,0.03,2.18046158982938e-104
"Epha2",0.000587159107793308,-8.78162865374483,0.124,0.128,1
"Ralgapa2",4.10016581226128e-79,8.78024575156068,0.413,0.117,6.14122835360495e-75
"Taf10",4.93148370941275e-165,-8.77887224899414,0.083,0.633,7.38637629995841e-161
"Prune2",2.938113476333e-16,-8.77879888706393,0.21,0.334,4.40070636485157e-12
"Gins2",2.02415609872923e-19,-8.76524535518357,0.147,0.35,3.03178100467664e-15
"Dpyd",2.57068046797223e-153,-8.76385851927786,0.005,0.318,3.8503652049288e-149
"Bid",1.49634827518235e-149,-8.76180911835275,0.041,0.521,2.24123044656812e-145
"Rab29",4.59170633926227e-13,-8.75711520799654,0.155,0.299,6.87745775494703e-09
"Acot7",1.96517021610943e-17,-8.75659672522564,0.13,0.254,2.9434319496887e-13
"Plaat3",1.79024366905592e-18,-8.74592338050445,0.053,0.213,2.68142696751195e-14
"Inhbb",3.15351010350956e-63,8.73998065959251,0.246,0.014,4.72332743303662e-59
"Rab23",3.63164635302169e-51,8.73891889018529,0.256,0.041,5.43947990755588e-47
"Dapk1",9.27316381305008e-80,-8.73849682910278,0.15,0.504,1.38893447591864e-75
"Npy1r",4.53146349291511e-111,8.73340480851563,0.348,0.04,6.78722601968825e-107
"Herc3",9.79775368163224e-18,8.73042321617943,0.254,0.118,1.46750754643488e-13
"Ccnf",1.1828106222932e-52,-8.72467295739877,0.318,0.489,1.77161375007076e-48
"Kcnk3",1.0186733767862e-49,8.71814791936299,0.181,0.013,1.52576898375037e-45
"Gm50340",2.21168199890399e-143,-8.71473151042889,0.082,0.525,3.31265729795839e-139
"Dtwd2",9.17015772963080e-09,-8.71418695060249,0.169,0.329,0.00013735062247441
"Uap1l1",4.90160361121929e-165,-8.71377970506031,0.093,0.577,7.34162188888426e-161
"Gm4117",1.65357132307432e-193,8.71299932100862,0.539,0.041,2.47671912770072e-189
"Fam228b",3.6140981667779e-52,8.7080328827711,0.33,0.086,5.41319623419993e-48
"Pole",1.74741127583192e-10,-8.70651084385327,0.271,0.217,2.61727260894105e-06
"Ikzf1",1.22643951659666e-249,-8.70339130616528,0.01,0.587,1.83696110795848e-245
"Eif4ebp1",1.06028756096022e-57,-8.70282213912017,0.1,0.424,1.58809870880621e-53
"C130026I21Rik",2.87620281252079e-123,-8.70142603905055,0.028,0.422,4.30797657259364e-119
"D630045J12Rik",4.82946003782702e-144,8.70089239318659,0.488,0.068,7.23356524465732e-140
"Sh3kbp1",1.20675204405084e-179,-8.69534468060615,0.062,0.592,1.80747321157934e-175
"Csf1",0.000506285197922695,-8.69447849084368,0.121,0.108,1
"Stap1",1.85119485527673e-277,-8.69438388814626,0.038,0.634,2.77271965423349e-273
"Snhg15",9.72488139052357e-182,-8.68263258321196,0.051,0.541,1.45659273467262e-177
"Uaca",6.36954033476328e-18,8.68215472094826,0.11,0.063,9.54029751340845e-14
"Card9",7.21250429251818e-50,-8.68019848387834,0.255,0.395,1.08028889293337e-45
"Tspan13",1.09606278580767e-60,-8.67934916257987,0.009,0.198,1.64168284058273e-56
"Irgm1",4.5935837076014e-39,-8.67799771259185,0.102,0.342,6.88026967724538e-35
"Scnn1a",4.070692034747e-30,-8.66913815377959,0.078,0.203,6.09708252964406e-26
"Slco3a1",4.5349662786233e-59,8.65832130440192,0.339,0.11,6.79247249212198e-55
"2810029C07Rik",3.12853818515532e-95,-8.6582390491367,0.131,0.479,4.68592449372564e-91
"Daglb",3.67225209556004e-70,-8.65753711309812,0.194,0.528,5.50029918872982e-66
"Tnni3",1.05928379939426e-09,-8.65161086684436,0.309,0.15,1.58659527473272e-05
"Sema6d",2.09537273535069e-90,-8.64626773093534,0.016,0.284,3.13844928300827e-86
"B3galnt2",2.6101356040084e-88,8.64154374243927,0.459,0.109,3.90946110768378e-84
"Slc16a6",9.19064239955863e-210,-8.64045248289235,0.211,0.741,1.37657441860589e-205
"Gramd2",2.33976840934112e-29,-8.63996096642804,0.16,0.059,3.50450512351113e-25
"Ccnb1",1.16691016946175e-36,-8.63682174595397,0.229,0.396,1.74779805181981e-32
"Antxr2",5.7913760857775e-82,-8.63677667595096,0.131,0.575,8.67432310127753e-78
"Cks2",3.43217656812156e-88,-8.6352953035263,0.08,0.43,5.14071406373248e-84
"Plk3",6.06157334035519e-35,-8.63121361541395,0.279,0.24,9.07902454918401e-31
"Aqp11",4.12792099857008e-17,8.62900747947231,0.119,0.027,6.18280007165827e-13
"Atp9a",3.49815813718269e-20,8.62306525279398,0.173,0.066,5.23954125787224e-16
"Aurka",2.22833763793816e-62,-8.62060925683884,0.078,0.35,3.33760411410377e-58
"Gm13986",1.42033384082258e-11,-8.61709399525515,0.174,0.157,2.12737602678407e-07
"Ntng1",2.25328476467236e-80,8.61644632573607,0.263,0.037,3.37496992052627e-76
"Gm15050",2.72053059143702e-83,8.61188906456676,0.271,0.036,4.07481071985438e-79
"Capza1",1.22498631372436e-115,-8.61081985550477,0.103,0.581,1.83478450069634e-111
"Hpse",3.30996254312948e-230,-8.60927162552441,0.031,0.6,4.95766189709933e-226
"Ncapd2",4.27342780888169e-12,-8.60533592058264,0.168,0.288,6.400740172143e-08
"Egf",8.17996319316225e-08,8.59958033641115,0.168,0.096,0.00122519488707184
"Cnr2",6.02537573474062e-111,-8.59619575955142,0.095,0.517,9.0248077754945e-107
"Cdca7",5.8181362697866e-102,-8.59086149177553,0.047,0.398,8.71440450488636e-98
"Atp6v0b",2.65776073101611e-90,-8.58670185429436,0.377,0.792,3.98079402291593e-86
"Zbp1",3.72620205285038e-75,-8.5827764460209,0.146,0.487,5.5811054347593e-71
"Tmx4",9.6440094825493e-51,8.58176602717976,0.26,0.108,1.44447974029623e-46
"Gas5",3.73323063385409e-07,-8.573407492925,0.214,0.296,0.00559163284338666
"Hexim1",9.71464151051084e-46,-8.57141001124864,0.183,0.545,1.45505900544431e-41
"Csrnp1",3.48935150627039e-65,-8.55987016632817,0.115,0.416,5.22635068609179e-61
"Emp1",9.88591297544351e-83,-8.55756064625756,0.059,0.412,1.48071204546193e-78
"Crispld1",5.9235847226573e-41,8.55579456074907,0.175,0.021,8.87234519759611e-37
"Pygl",2.39729044908014e-52,-8.55227979000307,0.131,0.367,3.59066163463224e-48
"Haus4",1.77650884520469e-09,-8.54695650780462,0.148,0.239,2.66085494834759e-05
"Ube2v2",0.0010978715535513,-8.5464020141893,0.274,0.332,1
"9930111J21Rik1",5.21344204086055e-114,-8.54186153386672,0.048,0.399,7.80869348880094e-110
"Pcyt1b",9.66687038662034e-82,-8.53580581650578,0.15,0.53,1.44790384650799e-77
"Eloa",6.86485084837343e-38,-8.53361113687723,0.14,0.408,1.02821736006937e-33
"Tspyl5",5.61760546423368e-52,8.53085131793446,0.272,0.062,8.41404946432921e-48
"Ifit2",2.02083454899596e-08,-8.52365303327536,0.118,0.075,0.000302680598748614
"Ppef1",3.35162714433047e-44,8.52275352402951,0.164,0.022,5.02006713677819e-40
"Zfp536",0.00246262589052535,8.52260477350135,0.378,0.315,1
"Hacd4",1.14538131605867e-99,-8.51730918088522,0.11,0.565,1.71555213519268e-95
"Ndufs7",2.72932506888026e-09,-8.51369801324708,0.157,0.323,4.08798308816885e-05
"Map6",7.08051625982648e-47,8.51365784371141,0.425,0.137,1.06051972539681e-42
"Tdrkh",2.94671268439347e-84,-8.51246477025441,0.08,0.431,4.41358625868454e-80
"Zmat2",3.56455380724034e-14,-8.50822390823632,0.113,0.325,5.33898869248459e-10
"Phldb3",3.95772781552186e-175,-8.50370404572508,0.012,0.465,5.92788472208865e-171
"Olfr224",2.37085797837295e-57,8.49503128037698,0.149,0.017,3.55107108000701e-53
"Firre",1.77800389902988e-199,8.48661763151175,0.671,0.109,2.66309423996695e-195
"Gm4070",3.83246094886087e-231,-8.48404621783574,0.011,0.536,5.74026000920381e-227
"Utp14b",2.07571038379256e-21,-8.47853096739053,0.4,0.457,3.1089990128445e-17
"Mki67",1.18864257737069e-48,-8.47750914622241,0.157,0.389,1.78034885238583e-44
"Creg1",3.70008353021826e-99,-8.47377806855937,0.167,0.635,5.54198511156091e-95
"Tgoln1",0.00210555788686165,-8.47245239499071,0.231,0.353,1
"Mctp2",1.10534242038784e-138,-8.47138645467993,0.112,0.521,1.65558187725691e-134
"Gm37800",1.26432776481726e-08,8.46980004004039,0.124,0.205,0.000189371012614329
"Galnt14",1.40707943130232e-08,-8.46816299286385,0.518,0.409,0.000210752357220461
"Lepr",2.97264106149161e-135,8.4648594368294,0.373,0.017,4.45242178190213e-131
"Clcn5",1.66058735775648e-230,-8.46222862373365,0.034,0.583,2.48722774444766e-226
"Mir155hg",2.56285594747596e-05,-8.45577659048494,0.112,0.21,0.383864563812949
"Tnfaip6",1.33342741830707e-39,8.45310476017629,0.154,0.022,1.99720758714033e-35
"Fam131a",5.04923739233795e-66,8.4530958026386,0.396,0.088,7.56274776624378e-62
"Nfkbiz",1.23094797932674e-99,-8.4496240219981,0.148,0.561,1.8437138834356e-95
"P2ry10b",5.00713145011253e-62,-8.4469392873342,0.115,0.431,7.49968148597855e-58
"Ahnak",1.48860556942648e-56,-8.44111670580228,0.372,0.594,2.22963342188698e-52
"Gm44751",6.437206190327e-67,-8.43762696491639,0.078,0.408,9.64164743187177e-63
"Enc1",9.82817940568973e-16,-8.43672759572976,0.024,0.122,1.47206471138421e-11
"Fam49b",1.46994454114339e-217,-8.43361026838569,0.155,0.795,2.20168293372457e-213
"Mgat5b",3.86627944473627e-236,8.42708804264459,0.473,0.019,5.79091335232598e-232
"Cited2",7.76534602874522e-15,-8.42635079870749,0.165,0.335,1.16309352818546e-10
"Chek1",1.91710691089321e-49,-8.42543830105603,0.064,0.33,2.87144273113585e-45
"Mfsd7a",6.79638758299528e-12,-8.42508388862977,0.197,0.329,1.01796293218103e-07
"Syngr2",4.59318463647328e-46,-8.42305253950586,0.167,0.515,6.87967194850968e-42
"2310040G24Rik",1.81661717782152e-63,-8.42050053303391,0.068,0.379,2.72092920894107e-59
"Mndal",5.17593510412565e-231,-8.41849784313559,0.02,0.597,7.7525155989594e-227
"Grem2",2.79361310686545e-42,8.41598100141255,0.174,0.03,4.18427371146306e-38
"Cd93",3.11298290867629e-65,-8.41361403356602,0.012,0.252,4.66262580061535e-61
"Hlcs",2.16658610054588e-51,-8.41313790549275,0.133,0.442,3.24511266139762e-47
"Casp7",2.989515842751e-12,-8.41297288971253,0.226,0.256,4.47769682927245e-08
"Nfat5",7.53027239469745e-110,8.40896285910151,0.542,0.19,1.12788419927778e-105
"Mad1l1",1.22176311809092e-09,-8.40839193931735,0.115,0.271,1.82995679827657e-05
"Racgap1",1.36642920961425e-17,-8.40662625380069,0.19,0.324,2.04663767016022e-13
"S100a3",9.58499538528531e-76,-8.40431925767109,0.272,0.058,1.43564060880803e-71
"Flrt1",1.73060736809199e-68,8.40347782774624,0.328,0.062,2.59210371592819e-64
"Gja6",6.87465278661147e-72,8.40291110112205,0.233,0.023,1.02968549437867e-67
"Scamp2",3.56990457095742e-163,-8.3993527661382,0.073,0.64,5.34700306638002e-159
"Pwwp3b",2.02755428839834e-130,8.39299352067143,0.483,0.044,3.03687081316303e-126
"Cib1",6.60593800287069e-55,-8.38358065028559,0.062,0.353,9.89437394069971e-51
"Perm1",5.72263109062182e-50,8.38206927114178,0.24,0.07,8.57135684753336e-46
"Cep112",2.43189816432953e-125,8.38113592096474,0.409,0.043,3.64249707053277e-121
"Med30",1.49581831252386e-07,-8.37666913400341,0.083,0.227,0.00224043666849823
"Plekhg3",1.21747039781893e-49,8.37388768469165,0.344,0.172,1.8235271618532e-45
"Car13",3.00373050107131e-43,-8.36995358405045,0.012,0.194,4.49898754450461e-39
"Gm9895",7.69069635832199e-46,-8.36829591718176,0.078,0.28,1.15191250054947e-41
"Twf2",1.90328983502747e-155,-8.36656963687525,0.109,0.624,2.85074751490414e-151
"Klf6",1.31892943976844e-38,-8.3659842129199,0.328,0.507,1.97549251488517e-34
"Gm973",4.11124308315959e-137,-8.35830915800621,0.467,0.075,6.15781988995643e-133
"Furin",7.20668217631075e-19,-8.35660852229013,0.233,0.422,1.07941685636782e-14
"Adamts9",1.05969733360388e-89,8.35087538042648,0.275,0.021,1.5872146662719e-85
"Ipcef1",7.97554032361749e-66,-8.34936482777438,0.012,0.227,1.19457642967143e-61
"Aass",2.13363366695401e-88,8.33093317097952,0.36,0.052,3.19575650636372e-84
"Piwil2",2.84189571741373e-15,-8.3308680085647,0.158,0.325,4.25659140554228e-11
"Fgfbp3",6.5477024649849e-46,-8.3279765719791,0.357,0.131,9.80714875205438e-42
"Eya4",0.07137800021252,8.32127088432615,0.096,0.134,1
"Plcl1",3.74727412977847e-18,8.31982148590559,0.328,0.143,5.61266719158219e-14
"Zfp703",7.98706547105231e-33,-8.31705280918639,0.103,0.382,1.19630266625422e-28
"Itgb8",3.3049948519416e-27,8.31295323914026,0.314,0.113,4.95022128923813e-23
"Lpar3",2.34447438687759e-61,-8.30922260722428,0.022,0.257,3.51155373666525e-57
"Rab11fip3",3.70706095045166e-76,8.30696017532303,0.325,0.059,5.55243589158649e-72
"Gvin1",8.61686985389772e-38,-8.30613638374539,0.031,0.174,1.2906347667168e-33
"Fancg",4.40395117207692e-16,-8.30389931761678,0.305,0.464,6.59623806553681e-12
"Tm6sf1",1.54080577209897e-283,-8.2976508500495,0.154,0.845,2.30781888544984e-279
"Gm9844",3.34735400869821e-77,-8.29650883178549,0.015,0.252,5.01366683422818e-73
"Cpne8",1.35239671422136e-12,-8.29647970932376,0.029,0.127,2.02561979856075e-08
"Prdm1",6.00956672702395e-266,-8.2963135256141,0.016,0.581,9.00112904373647e-262
"Gm36723",3.81366115054795e-107,-8.29070948264794,0.014,0.272,5.71210167129071e-103
"Gm15987",3.08639085572952e-187,-8.28455753668411,0.018,0.482,4.62279622371168e-183
"Rora",2.04595923051325e-72,8.28446631561571,0.266,0.067,3.06443773546275e-68
"Rnf207",1.05889332005397e-202,8.26886167617289,0.575,0.056,1.58601041477683e-198
"Dusp22",9.8145937988139e-116,-8.26841953438259,0.135,0.581,1.47002985918635e-111
"Gm16062",3.29481470792133e-14,-8.26637372745516,0.195,0.33,4.93497346952457e-10
"Tyms",4.49652634179479e-28,-8.2655624801663,0.166,0.367,6.73489715474024e-24
"Ncapd3",1.44005304883748e-16,-8.2597304084352,0.279,0.46,2.15691145654878e-12
"Sod2",0.221998666876288,-8.25726508262193,0.241,0.344,1
"4833445I07Rik",1.05244420668597e-53,-8.25687479982353,0.162,0.499,1.57635093277425e-49
"Plxnc1",2.60770414927416e-34,-8.25649152965656,0.169,0.344,3.90581927478283e-30
"Erp29",9.76159585463313e-134,-8.25582737309811,0.175,0.688,1.46209182710695e-129
"Gm16287",1.70345440839359e-90,-8.25301674353859,0.046,0.426,2.55143401289192e-86
"Ndst2",7.27091748310784e-52,-8.25219383148309,0.236,0.483,1.08903802061989e-47
"Tspyl4",6.43006265350193e-40,8.25015218302861,0.191,0.059,9.63094784241519e-36
"Gprasp1",2.45616315858161e-99,8.24977866689442,0.379,0.06,3.67884117892354e-95
"Cd180",0,-8.2427407288865,0.016,0.702,0
"9530077C05Rik",1.8079755124905e-77,8.24203089229636,0.281,0.033,2.70798572260826e-73
"Erbb4",3.15752411733244e-104,8.24085718368292,0.389,0.022,4.72933962294053e-100
"Nrm",5.33031361421837e-18,-8.23551605967055,0.073,0.249,7.98374373137628e-14
"Coro2b",8.62027728932275e-39,-8.22932498889133,0.048,0.262,1.29114513239476e-34
"Tspan4",0.0345203853192127,-8.228959903859,0.08,0.142,1
"Tuba4a",5.21028553201015e-71,-8.22867270825767,0.035,0.315,7.80396566984481e-67
"Traf4",9.75548821045645e-06,-8.22811166741582,0.291,0.192,0.146117702416217
"Arid3a",1.60779883556504e-99,-8.22568142010034,0.105,0.481,2.40816109590932e-95
"Trim30b",8.17792606147746e-309,-8.22555977218312,0.025,0.641,1.22488976548809e-304
"Idi1",7.90862263499126e-102,-8.22335868464898,0.122,0.545,1.18455349826899e-97
"Dnajb1",3.4007333553604e-06,-8.22002952792897,0.191,0.352,0.0509361841965881
"Dusp2",1.844325559148e-54,-8.22002179478278,0.048,0.295,2.76243082249188e-50
"Arhgap32",1.18339176224967e-89,8.21083458688122,0.332,0.028,1.77248418149756e-85
"Map3k14",7.1965197832762e-70,-8.20839183825042,0.389,0.631,1.07789473313911e-65
"Cldn3",4.9318062497359e-15,8.19974060844322,0.192,0.08,7.38685940085443e-11
"Crispld2",5.29759372001347e-61,8.19768731399593,0.313,0.088,7.93473587383617e-57
"Trio",1.09400295221775e-85,8.19353768364698,0.467,0.167,1.63859762183174e-81
"Jpt1",5.18785444606789e-221,-8.19051108935669,0.043,0.657,7.77036838932048e-217
"Trappc5",3.46544522959831e-84,-8.1875602924741,0.103,0.476,5.19054386489235e-80
"Bin1",7.34897639310935e-144,-8.1833029450242,0.101,0.619,1.10072968415992e-139
"Colca2",5.65807482815645e-13,-8.1824176495742,0.215,0.348,8.47466447761273e-09
"Il3ra",7.15215618970374e-215,-8.18063648568586,0.046,0.54,1.07124995409383e-210
"1500002C15Rik",9.84168649158341e-14,-8.17836175712428,0.218,0.122,1.47408780270936e-09
"Pcdhgc5",1.08019278549002e-137,8.17687098089893,0.545,0.077,1.61791275410695e-133
"Parp14",1.22916425681924e-174,-8.17125013784721,0.068,0.614,1.84104222386385e-170
"Wdfy1",4.67010273571502e-110,8.17097425492494,0.519,0.124,6.99487987755396e-106
"Zfp710",1.34084343981055e-91,-8.15912593729046,0.082,0.484,2.00831530414823e-87
"Cd4",2.1360803937035e-97,-8.15873225877945,0.015,0.336,3.1994212136891e-93
"Ttc7b",2.00976355241125e-30,8.15796932187824,0.286,0.151,3.01022384880157e-26
"Psd3",1.11959594903524e-80,-8.156760055151,0.258,0.639,1.67693081246498e-76
"Itsn1",7.3880473098757e-32,-8.15667638246723,0.264,0.417,1.10658172607318e-27
"Polq",5.01333575889892e-10,-8.15660868886036,0.257,0.358,7.50897429967879e-06
"Zfp36l1",1.05130372822471e-33,-8.15334480368128,0.296,0.426,1.57464272413497e-29
"Faxc",4.65678947025699e-64,8.15221216431132,0.195,0.029,6.97493926855092e-60
"Uap1",0.205496283758244,-8.1521582431927,0.091,0.176,1
"Agtpbp1",4.86572725585153e-70,8.15131607050216,0.483,0.151,7.28788628381443e-66
"Me1",6.11954349054209e-10,-8.14755137986491,0.142,0.151,9.16585224013394e-06
"Pus7",1.95527208741959e-42,8.14648346796253,0.362,0.104,2.92860653253706e-38
"Uggt2",5.67327905069474e-102,8.14568290800055,0.416,0.035,8.49743736213058e-98
"Irs1",1.49881988371019e-156,8.14509544761943,0.408,0.035,2.24493242182112e-152
"Tlr3",2.23187824232716e-14,-8.13671135893335,0.106,0.233,3.34290723135762e-10
"Rrad",1.45517156551343e-76,-8.13632698081103,0.26,0.043,2.17955597082601e-72
"Srpk3",2.77147694926297e-82,8.13628320572615,0.257,0.032,4.15111817460607e-78
"Rbm38",0.0527336407353677,-8.13371346902147,0.096,0.142,1
"Fam13a",1.29272035139017e-43,8.11859430503958,0.304,0.064,1.9362365423122e-39
"Dync2h1",5.3275377935049e-54,8.11677854304558,0.328,0.058,7.97958610711164e-50
"Abca5",2.93145379191197e-121,8.11588460755148,0.391,0.042,4.39073148952575e-117
"Ift81",1.32568309090324e-60,8.11130576578025,0.22,0.035,1.98560813355487e-56
"Sfmbt2",5.48739110466003e-104,8.1093409876465,0.417,0.058,8.21901439655979e-100
"Ptgs2os2",4.54976828053166e-34,-8.10933902037635,0.099,0.263,6.81464293058033e-30
"Klhl31",5.71841142537582e-84,8.10849736332661,0.309,0.02,8.5650366329279e-80
"Mgat3",2.11815042814824e-20,8.09982275621923,0.244,0.073,3.17256571128043e-16
"Selenon",0.00078518642793847,-8.09209591436436,0.146,0.19,1
"Hmox1",0,-8.09106049667954,0.012,0.712,0
"Tril",4.0652394014463e-69,8.09073875069323,0.166,0.007,6.08891557548627e-65
"Tom1l2",3.88080101604947e-79,8.08676922535008,0.485,0.147,5.81266376183889e-75
"Atp6v1b2",7.88601064673884e-142,-8.08578718954119,0.117,0.632,1.18116667466854e-137
"Galnt12",1.01423088859705e-23,-8.08347351810079,0.048,0.171,1.51911502494067e-19
"Zfp385a",1.43096490598662e-76,-8.08109279268544,0.023,0.315,2.14329923618676e-72
"Sorbs2",3.97845672506817e-110,8.07687227779956,0.323,0.028,5.9589324828071e-106
"Pik3cd",0,-8.07547846078961,0.054,0.743,0
"Cyp2s1",5.12848829651287e-05,-8.07434921574549,0.119,0.121,0.768144977051698
"Pknox2",1.28440124199926e-105,8.07002470888551,0.276,0.013,1.92377618026648e-101
"Ptprc",0,-8.06900710258157,0.039,0.93,0
"Tssk6",1.18625672115578e-07,-8.06870220495766,0.109,0.106,0.00177677531694713
"Bcl11a",1.0666805158651e-69,-8.06730646738442,0.1,0.354,1.59767407666275e-65
"Gm49774",1.08142081325153e-40,-8.06720595860915,0.301,0.492,1.61975209408814e-36
"Lsamp",1.57905704038003e-115,-8.06699817096768,0.008,0.235,2.36511163508121e-111
"Kynu",3.20362940407194e-31,-8.06676591062351,0.401,0.455,4.79839612141895e-27
"Il1rl2",1.53841512376306e-42,-8.06400492560301,0.097,0.353,2.30423817237231e-38
"Ccdc136",1.45185578215345e-67,8.06395815342345,0.242,0.04,2.17458959050943e-63
"Calr",2.79955018746405e-24,-8.05962347021101,0.224,0.47,4.19316627078365e-20
"Foxc2",1.98716676142285e-69,8.05814007947148,0.292,0.041,2.97637837525915e-65
"Gab3",1.46430540173723e-110,-8.05325082668799,0.167,0.555,2.19323663072202e-106
"Lamb3",1.61684185616234e-33,-8.05299754858722,0.022,0.155,2.42170573215996e-29
"Lratd1",4.2077893513106e-132,8.04408884624759,0.414,0.035,6.30242689039301e-128
"Cd72",2.72513076792937e-68,-8.03871560348848,0.049,0.365,4.08170086420462e-64
"Phf11c",2.39150665131201e-33,-8.03647176931388,0.061,0.248,3.58199866233513e-29
"4930513N10Rik",0.501911811056266,-8.03539532900951,0.128,0.104,1
"Gm10484",1.99823763407444e-31,-8.034122064274,0.096,0.347,2.99296032831669e-27
"Bard1",3.12942512793715e-14,-8.02961277667275,0.199,0.295,4.68725295662426e-10
"BC005537",2.88205656154162e-108,-8.02890600398641,0.364,0.807,4.31674431787703e-104
"Macf1",6.28755134973733e-165,8.02230465943458,0.643,0.174,9.41749441163657e-161
"Engase",3.84390728625698e-09,-8.02193965472623,0.206,0.297,5.75740433335571e-05
"Tnfrsf12a",2.45629129576118e-83,-8.01795779853757,0.284,0.036,3.6790331027911e-79
"Trib1",1.44674995297567e-158,-8.00969220814304,0.091,0.585,2.16694207956696e-154
"Chst3",8.90974382563412e-71,8.00880466788758,0.234,0.031,1.33450143020348e-66
"Slc35e3",4.93032606205794e-29,-8.0015130836749,0.202,0.374,7.38464237575039e-25
